timestamps,open,high,low,close,volume,amount
2024-01-01 05:25:00,338.25,340.96,337.52,339.24,14415103,4883101585
2024-01-01 05:30:00,341.69,346.43,339.41,345.91,18978634,6524846927
2024-01-01 05:35:00,355.51,356.6,352.39,355.75,12697288,4515580294
2024-01-01 05:40:00,366.59,370.08,361.48,364.0,8700120,3178136081
2024-01-01 05:45:00,371.17,374.3,367.99,369.46,14044901,5201006752
2024-01-01 05:50:00,379.85,381.59,376.28,378.02,24298042,9207430768
2024-01-01 05:55:00,392.86,395.08,385.74,390.45,17595832,6891507057
2024-01-01 06:00:00,398.41,403.31,397.65,398.24,9201507,3665181475
2024-01-01 06:05:00,411.82,412.3,409.92,411.41,22772778,9373612273
2024-01-01 06:10:00,409.76,412.5,404.17,411.03,7681908,3152631662
2024-01-01 06:15:00,421.45,422.5,418.85,422.12,23503857,9913501062
2024-01-01 06:20:00,432.28,433.54,426.55,430.96,17247324,7444299276
2024-01-01 06:25:00,441.27,448.35,435.49,438.63,11264622,4955840775
2024-01-01 06:30:00,447.52,449.22,442.73,447.83,16028011,7175348303
2024-01-01 06:35:00,448.67,450.79,443.88,449.69,4177983,1876667179
2024-01-01 06:40:00,457.98,460.3,452.31,457.98,16667938,7633597796
2024-01-01 06:45:00,469.99,472.62,467.38,468.58,20146881,9454706111
2024-01-01 06:50:00,480.26,490.25,475.57,483.75,30660578,14778587490
2024-01-01 06:55:00,485.86,499.02,485.34,491.5,9842289,4809707759
2024-01-01 07:00:00,496.84,503.44,496.46,498.21,6108826,3039301660
2024-01-01 07:05:00,503.17,507.17,501.83,506.26,13603017,6865610354
2024-01-01 07:10:00,518.98,523.88,517.69,520.3,22540798,11713032887
2024-01-01 07:15:00,531.83,532.56,525.25,532.22,21074546,11212242151
2024-01-01 07:20:00,539.47,545.63,538.33,540.7,8947604,4832467075
2024-01-01 07:25:00,557.93,559.66,553.73,553.91,13002941,7228595654
2024-01-01 07:30:00,566.48,571.46,562.18,565.56,15598967,8829301055
2024-01-01 07:35:00,582.36,588.98,581.05,581.49,15691107,9131063800
2024-01-01 07:40:00,591.77,592.31,589.17,589.93,16609780,9813903789
2024-01-01 07:45:00,596.88,601.36,592.72,600.3,13346401,7988970119
2024-01-01 07:50:00,613.7,619.76,610.17,610.52,17477073,10697895937
2024-01-01 07:55:00,615.4,620.71,611.76,615.63,9901324,6094380324
2024-01-01 08:00:00,631.69,634.7,623.82,629.58,20625556,13007109209
2024-01-01 08:05:00,640.21,646.7,639.76,643.66,13373490,8584887269
2024-01-01 08:10:00,651.61,657.4,650.39,656.71,20020709,13096718955
2024-01-01 08:15:00,671.48,671.87,664.9,668.74,10904697,7307340951
2024-01-01 08:20:00,675.86,683.97,671.42,674.59,9786475,6608095822
2024-01-01 08:25:00,682.84,690.2,681.58,685.93,9520651,6515783113
2024-01-01 08:30:00,694.86,705.44,688.56,697.9,13311875,9270093760
2024-01-01 08:35:00,711.44,716.49,705.48,707.46,9660673,6853789055
2024-01-01 08:40:00,716.56,721.21,711.43,720.85,11018717,7919192246
2024-01-01 08:45:00,743.87,745.32,731.54,737.81,24400212,18076769994
2024-01-01 08:50:00,760.75,765.99,746.52,764.19,14892221,11354854666
2024-01-01 08:55:00,783.23,791.74,775.37,780.74,20230332,15819893844
2024-01-01 09:00:00,796.87,799.46,793.47,798.18,23816240,18994132038
2024-01-01 09:05:00,816.31,817.82,809.12,813.85,7652383,6237291485
2024-01-01 09:10:00,815.45,825.17,808.66,817.67,8802791,7187999752
2024-01-01 09:15:00,833.36,839.23,824.93,834.04,11226396,9359457404
2024-01-01 09:20:00,851.5,862.12,848.05,851.33,8246555,7021238689
2024-01-01 09:25:00,881.4,896.69,875.25,885.84,22454559,19841311514
2024-01-01 09:30:00,905.72,917.53,900.88,902.38,20447907,18485867643
2024-01-01 09:35:00,920.49,925.61,912.9,922.86,8302305,7652028285
2024-01-01 09:40:00,940.2,943.1,934.01,941.27,16185397,15226157947
2024-01-01 09:45:00,946.65,965.77,940.31,951.38,10356424,9828429087
2024-01-01 09:50:00,967.0,983.11,962.73,979.55,26901829,26182857089
2024-01-01 09:55:00,1004.44,1013.76,1001.68,1005.4,10526296,10578088371
2024-01-01 10:00:00,1044.71,1049.79,1031.31,1032.26,21481114,22307771146
2024-01-01 10:05:00,1049.61,1050.77,1044.28,1045.51,13428638,14067329005
2024-01-01 10:10:00,1078.6,1086.97,1072.03,1078.71,24115632,26012408889
2024-01-01 10:15:00,1086.83,1090.07,1085.0,1088.26,13571343,14759444086
2024-01-01 10:20:00,1115.63,1118.38,1101.85,1115.51,22974254,25629365075
2024-01-01 10:25:00,1161.37,1171.54,1150.99,1158.2,12887307,14946470383
2024-01-01 10:30:00,1165.39,1180.57,1154.46,1172.31,10734883,12547440159
2024-01-01 10:35:00,1197.26,1214.49,1176.35,1190.62,11450251,13670922449
2024-01-01 10:40:00,1220.03,1227.21,1207.75,1215.69,12488662,15209438583
2024-01-01 10:45:00,1239.74,1256.16,1220.92,1235.3,12370033,15308135793
2024-01-01 10:50:00,1247.49,1249.91,1241.75,1244.76,7793323,9711441647
2024-01-01 10:55:00,1270.77,1270.79,1265.08,1270.64,14256267,18115525698
2024-01-01 11:00:00,1289.71,1300.75,1266.17,1285.39,15927922,20507959372
2024-01-01 11:05:00,1320.27,1333.7,1316.01,1316.37,9954410,13123111372
2024-01-01 11:10:00,1330.81,1334.35,1322.27,1333.17,16126672,21480549265
2024-01-01 11:15:00,1373.17,1381.39,1360.56,1377.12,20797125,28598989168
2024-01-01 11:20:00,1396.92,1397.54,1384.03,1396.21,13354194,18649962117
2024-01-01 11:25:00,1431.8,1435.67,1414.3,1420.79,18261348,26046090415
2024-01-01 11:30:00,1449.97,1469.41,1449.46,1459.01,15721316,22866486341
2024-01-01 11:35:00,1463.13,1474.0,1451.94,1473.95,9390969,13791008677
2024-01-01 11:40:00,1507.75,1515.22,1500.68,1506.51,14485477,21831532262
2024-01-01 11:45:00,1553.55,1573.91,1552.58,1553.15,17709161,27508548163
2024-01-01 11:50:00,1565.69,1570.47,1564.13,1564.34,12240680,19156826469
2024-01-01 11:55:00,1600.3,1604.29,1589.61,1598.35,20937595,33486003251
2024-01-01 12:00:00,1632.26,1653.94,1624.55,1634.09,9778241,15969575729
2024-01-01 12:05:00,1690.11,1725.68,1674.66,1677.61,11033781,18579358818
2024-01-01 12:10:00,1681.14,1699.97,1680.29,1694.71,9342617,15769628069
2024-01-01 12:15:00,1703.74,1712.13,1698.68,1710.83,5827850,9949817372
2024-01-01 12:20:00,1751.85,1759.97,1731.14,1752.75,19141483,33541653443
2024-01-01 12:25:00,1777.75,1795.97,1774.09,1792.48,10430786,18620121879
2024-01-01 12:30:00,1830.8,1833.3,1803.09,1832.42,16377055,29996373578
2024-01-01 12:35:00,1890.26,1907.31,1861.43,1874.68,8319668,15661529484
2024-01-01 12:40:00,1902.44,1903.75,1890.48,1902.24,10041355,19102083302
2024-01-01 12:45:00,1946.59,1958.22,1930.8,1944.34,18771141,36518601618
2024-01-01 12:50:00,1975.82,2004.1,1964.36,1988.34,15930591,31575716115
2024-01-01 12:55:00,2010.8,2020.52,2003.59,2017.02,17974705,36199470337
2024-01-01 13:00:00,2084.86,2097.58,2082.22,2088.78,30889568,64461024056
2024-01-01 13:05:00,2135.74,2147.31,2120.06,2139.14,14528627,31054107936
2024-01-01 13:10:00,2175.58,2186.89,2160.13,2161.73,5592044,12127208278
2024-01-01 13:15:00,2223.27,2224.76,2189.33,2217.09,23740762,52708685203
2024-01-01 13:20:00,2231.91,2244.61,2229.35,2244.38,15690057,35116606081
2024-01-01 13:25:00,2307.1,2315.96,2288.19,2304.26,23989240,55311507196
2024-01-01 13:30:00,2378.69,2383.8,2349.03,2372.78,12339892,29316300850
2024-01-01 13:35:00,2418.66,2454.19,2375.47,2404.95,17576484,42391072223
2024-01-01 13:40:00,2492.14,2500.77,2441.36,2472.6,14314635,35534213509
2024-01-01 13:45:00,2518.13,2547.05,2505.81,2530.98,20404824,51513092876
2024-01-01 13:50:00,2588.69,2605.41,2565.17,2599.23,25773987,66856733233
2024-01-01 13:55:00,2675.44,2697.68,2672.15,2692.37,16629373,44631724547
2024-01-01 14:00:00,2738.26,2763.1,2734.71,2741.47,19765108,54153708170
2024-01-01 14:05:00,2786.61,2802.48,2770.38,2780.13,9715195,27040976989
2024-01-01 14:10:00,2830.18,2865.11,2796.36,2816.27,16917682,47762409880
2024-01-01 14:15:00,2853.49,2858.24,2850.46,2854.57,9182503,26207119758
2024-01-01 14:20:00,2905.88,2921.81,2897.01,2910.54,21377552,62170413954
2024-01-01 14:25:00,2979.81,3002.84,2946.09,2977.55,9067782,27010005878
2024-01-01 14:30:00,3031.82,3048.8,3023.63,3044.53,19497646,59237274849
2024-01-01 14:35:00,3159.43,3171.85,3120.18,3126.76,18913877,59448136458
2024-01-01 14:40:00,3164.72,3190.6,3160.75,3190.37,14735338,46822171864
2024-01-01 14:45:00,3296.04,3304.13,3261.11,3292.99,15070987,49651592096
2024-01-01 14:50:00,3386.44,3435.57,3309.84,3352.52,16827786,56700954878
2024-01-01 14:55:00,3495.73,3505.32,3471.09,3495.61,17890149,62538058595
2024-01-01 15:00:00,3580.84,3592.22,3553.22,3584.24,18445118,66080343604
2024-01-01 15:05:00,3625.29,3646.58,3616.43,3631.78,8728655,31672228301
2024-01-01 15:10:00,3670.35,3698.54,3619.58,3673.66,15623365,57369090074
2024-01-01 15:15:00,3788.32,3806.05,3703.71,3762.5,8958493,33821971060
2024-01-01 15:20:00,3789.4,3846.45,3787.55,3831.77,9882152,37656792343
2024-01-01 15:25:00,3961.85,3973.24,3908.15,3931.71,13267092,52362274238
2024-01-01 15:30:00,3997.81,4102.15,3984.48,4026.48,15456562,62013997162
2024-01-01 15:35:00,4100.09,4129.08,4061.81,4105.57,10789730,44268412512
2024-01-01 15:40:00,4151.43,4174.23,4150.67,4160.36,11528913,47913001144
2024-01-01 15:45:00,4205.76,4207.89,4150.53,4193.42,12293593,51628077842
2024-01-01 15:50:00,4228.96,4276.52,4192.32,4263.02,16036368,68090263776
2024-01-01 15:55:00,4389.31,4398.56,4341.48,4379.19,19916971,87320908017
2024-01-01 16:00:00,4520.76,4567.2,4451.34,4475.46,9349288,42054118490
2024-01-01 16:05:00,4489.93,4608.5,4455.54,4520.74,11980205,53974869044
2024-01-01 16:10:00,4623.0,4711.28,4518.39,4618.62,10468980,48375146962
2024-01-01 16:15:00,4710.98,4745.38,4705.35,4726.62,21299624,100508716894
2024-01-01 16:20:00,4798.49,4840.61,4733.48,4788.29,8611600,41278763969
2024-01-01 16:25:00,4891.67,4952.93,4872.55,4891.2,14334934,70118344360
2024-01-01 16:30:00,4976.48,5112.62,4964.59,4992.5,12969270,64645199700
2024-01-01 16:35:00,5059.47,5082.59,5032.7,5047.16,14192557,71719478676
2024-01-01 16:40:00,5210.64,5220.8,5141.24,5164.05,10305305,53457181941
2024-01-01 16:45:00,5287.19,5338.39,5240.78,5292.24,18392852,97292884848
2024-01-01 16:50:00,5465.91,5509.01,5346.45,5446.31,12423185,67782305821
2024-01-01 16:55:00,5567.33,5647.04,5484.15,5603.56,23170516,129417668620
2024-01-01 17:00:00,5627.25,5659.29,5574.94,5654.29,13356696,75342067147
2024-01-01 17:05:00,5739.11,5767.87,5653.12,5725.59,10528723,60354343406
2024-01-01 17:10:00,5909.09,5932.45,5846.82,5865.57,16873489,99339804055
2024-01-01 17:15:00,6019.59,6157.06,6002.7,6008.91,24368731,146559623256
2024-01-01 17:20:00,6146.18,6198.01,6143.07,6155.81,17435352,107244747905
2024-01-01 17:25:00,6476.94,6535.31,6442.76,6476.96,30050270,194634177479
2024-01-01 17:30:00,6596.77,6651.89,6544.85,6638.28,18655370,123452386469
2024-01-01 17:35:00,6855.07,6884.58,6827.53,6834.41,23260093,159209290520
2024-01-01 17:40:00,7057.12,7102.17,6999.34,7026.13,11429253,80480527779
2024-01-01 17:45:00,7189.47,7312.94,7114.43,7205.76,23280952,167567274423
2024-01-01 17:50:00,7315.82,7335.72,7263.52,7333.05,12868449,94254087934
2024-01-01 17:55:00,7537.01,7570.67,7428.16,7527.0,10332362,77823389513
2024-01-01 18:00:00,7615.32,7745.34,7614.57,7631.98,15338234,116933300752
2024-01-01 18:05:00,7769.11,7801.63,7694.73,7771.68,12338177,95872501086
2024-01-01 18:10:00,7981.13,8001.85,7881.44,7898.21,7849949,62326042376
2024-01-01 18:15:00,8053.36,8179.68,7965.09,8063.32,17396922,140190283180
2024-01-01 18:20:00,8365.22,8540.59,8284.96,8380.23,33503142,280512631898
2024-01-01 18:25:00,8395.77,8479.97,8393.6,8423.04,10474255,88082266696
2024-01-01 18:30:00,8672.95,8673.33,8634.77,8640.79,25890632,224131846160
2024-01-01 18:35:00,8694.75,8784.69,8563.99,8702.64,11715533,101909848973
2024-01-01 18:40:00,8816.56,8942.47,8779.83,8845.28,6592591,58218653415
2024-01-01 18:45:00,9163.37,9201.48,9079.36,9103.23,17052469,155745292201
2024-01-01 18:50:00,9358.17,9498.08,9186.21,9292.21,20139174,187801647423
2024-01-01 18:55:00,9370.64,9430.42,9341.11,9398.86,9273858,87032834815
2024-01-01 19:00:00,9445.35,9555.43,9382.68,9534.33,13389850,127067547712
2024-01-01 19:05:00,9829.56,9830.23,9730.87,9780.29,19620625,192378777501
2024-01-01 19:10:00,9886.11,10044.73,9863.08,9920.07,10462678,103612830177
2024-01-01 19:15:00,10178.42,10288.8,10108.86,10138.35,22306597,226598990346
2024-01-01 19:20:00,10245.34,10397.84,10230.26,10347.27,15248049,156998603589
2024-01-01 19:25:00,10548.63,10591.21,10292.75,10501.77,11973254,126020891846
2024-01-01 19:30:00,10833.62,11035.92,10814.4,10899.62,35330049,383918247219
2024-01-01 19:35:00,11217.56,11323.4,11090.05,11176.72,17438286,195258910796
2024-01-01 19:40:00,11220.43,11349.25,11162.96,11219.63,4691886,52643122977
2024-01-01 19:45:00,11409.08,11495.61,11404.28,11463.76,15968518,182622609821
2024-01-01 19:50:00,11610.29,11769.23,11540.08,11633.97,16253793,188903746072
2024-01-01 19:55:00,11991.62,11999.12,11916.15,11950.61,23527974,281656063877
2024-01-01 20:00:00,12121.79,12300.41,12094.39,12115.38,15265327,184994157702
2024-01-01 20:05:00,12385.28,12473.67,12256.41,12349.2,17586106,217491575854
2024-01-01 20:10:00,12775.1,12835.39,12515.23,12650.09,12849340,163348452272
2024-01-01 20:15:00,12894.12,13068.41,12798.3,12995.77,25170926,325836277530
2024-01-01 20:20:00,13238.22,13240.89,13068.49,13132.04,14234734,187686805131
2024-01-01 20:25:00,13368.94,13533.97,13308.75,13361.96,9495099,126906263919
2024-01-01 20:30:00,13519.62,13598.5,13461.49,13580.65,8269631,112054609255
2024-01-01 20:35:00,13691.55,14025.4,13621.2,13783.23,18302485,251428387091
2024-01-01 20:40:00,14248.67,14318.41,14055.54,14262.16,30210556,430663998175
2024-01-01 20:45:00,14665.25,14672.0,14480.42,14597.98,23178742,339142371980
2024-01-01 20:50:00,14734.49,14870.74,14667.34,14743.9,13826551,203792247040
2024-01-01 20:55:00,15267.6,15293.33,15109.73,15153.11,19467191,296102850495
2024-01-01 21:00:00,15610.35,15750.8,15280.92,15724.44,26946538,422181994851
2024-01-01 21:05:00,16174.71,16316.95,16135.65,16175.69,20015097,323748157763
2024-01-01 21:10:00,16201.54,16334.13,16151.46,16303.63,4927351,80082180343
2024-01-01 21:15:00,16599.35,16736.86,16276.91,16569.23,16290879,270172677199
2024-01-01 21:20:00,17152.44,17267.17,16886.86,17076.72,20191429,345567814085
2024-01-01 21:25:00,17287.47,17521.34,17101.43,17323.92,13986001,242037435528
2024-01-01 21:30:00,17506.38,17750.35,17365.85,17737.34,16836299,296686877431
2024-01-01 21:35:00,18226.87,18356.32,18160.48,18208.75,17966890,327317365174
2024-01-01 21:40:00,18480.23,18627.72,18231.02,18439.96,7597244,140245872660
2024-01-01 21:45:00,18842.16,18885.39,18687.83,18804.15,11508293,216622375664
2024-01-01 21:50:00,18809.1,18923.38,18669.99,18693.59,5236808,98197189673
2024-01-01 21:55:00,18814.91,18960.36,18768.5,18916.21,7596080,143304270907
2024-01-01 22:00:00,19325.53,19334.78,19167.52,19260.03,20631142,398032102131
2024-01-01 22:05:00,19570.59,19647.86,19432.85,19454.59,6547829,127765095221
2024-01-01 22:10:00,19930.34,20155.96,19918.64,20109.17,16574961,331826580650
2024-01-01 22:15:00,20315.11,20639.43,20125.5,20282.69,10138262,205795578197
2024-01-01 22:20:00,20568.42,20805.37,20409.27,20620.4,14717100,303090007313
2024-01-01 22:25:00,21051.1,21216.26,20967.91,21059.68,10162533,213976069729
2024-01-01 22:30:00,21772.78,21795.8,21672.0,21735.0,26885760,584869916657
2024-01-01 22:35:00,21868.15,22013.4,21738.37,21921.55,11918002,260942890692
2024-01-01 22:40:00,22497.96,22819.58,22481.41,22574.23,14502559,326831083915
2024-01-01 22:45:00,23036.85,23235.84,22833.56,23032.92,11875442,273549408348
2024-01-01 22:50:00,23188.46,23692.31,23113.64,23315.2,15948234,370825616681
2024-01-01 22:55:00,23745.47,23894.44,23729.42,23875.09,22357592,532340617415
2024-01-01 23:00:00,24479.91,24597.11,24219.39,24397.04,18940684,462881418952
2024-01-01 23:05:00,24629.2,24963.04,24593.04,24771.49,7345353,181432760272
2024-01-01 23:10:00,25371.11,25384.94,25042.25,25286.87,14045678,355762829960
2024-01-01 23:15:00,25778.64,25853.7,25707.48,25719.16,14274558,367554150007
2024-01-01 23:20:00,26036.8,26703.23,26013.17,26263.43,10634777,278100680822
2024-01-01 23:25:00,26845.94,27263.0,26806.02,26937.19,16750628,450450600945
2024-01-01 23:30:00,27999.38,28259.07,27628.38,27833.2,23518751,656556257296
2024-01-01 23:35:00,27978.67,28335.49,27750.61,28116.61,8327904,233578049471
2024-01-01 23:40:00,29111.5,29361.12,28973.11,29179.26,30164749,879163041152
2024-01-01 23:45:00,29376.13,29423.89,29163.95,29308.42,9662420,283517362899
2024-01-01 23:50:00,29982.18,30091.95,29616.67,29865.2,11867845,355129693753
2024-01-01 23:55:00,30574.77,30658.75,30403.85,30613.28,23252425,711385277065
2024-01-02 00:00:00,31209.52,31680.96,30847.78,31303.04,9742125,304502555304
2024-01-02 00:05:00,32003.77,32158.82,31697.67,31777.77,16756256,534369846709
2024-01-02 00:10:00,32648.28,32781.12,32304.35,32366.87,9258746,300979379016
2024-01-02 00:15:00,33052.83,33166.61,32505.88,32891.84,7604104,250725056783
2024-01-02 00:20:00,33413.82,33810.53,33264.49,33399.57,14454003,482860520308
2024-01-02 00:25:00,34169.17,34365.04,34049.93,34307.82,17898326,612811783486
2024-01-02 00:30:00,34956.42,35441.0,34623.37,35102.17,23152418,811012798331
2024-01-02 00:35:00,35707.55,36143.8,35421.12,35614.5,10569800,376929928068
2024-01-02 00:40:00,36674.18,36983.74,36325.59,36597.62,14652913,536822652596
2024-01-02 00:45:00,37692.4,37730.48,37090.52,37430.09,16257831,610664395407
2024-01-02 00:50:00,38561.65,38865.41,38330.01,38436.64,17463361,672324482298
2024-01-02 00:55:00,39116.25,39662.33,38932.93,39412.45,14807223,581395933821
2024-01-02 01:00:00,40154.28,40290.36,39873.37,39944.18,13967626,559392704961
2024-01-02 01:05:00,40367.79,41013.48,39902.44,40570.25,16092124,651232505908
2024-01-02 01:10:00,41559.46,41963.89,41240.67,41639.4,24361651,1013430718074
2024-01-02 01:15:00,42743.34,42983.87,42304.81,42689.93,25713389,1098389464993
2024-01-02 01:20:00,43981.02,44441.02,42868.1,43546.5,11448544,501031327885
2024-01-02 01:25:00,45160.88,45738.17,44121.31,44469.4,18832428,843977908441
2024-01-02 01:30:00,45974.41,46206.14,45538.16,45835.37,17999052,826244529220
2024-01-02 01:35:00,46499.45,46814.61,46180.66,46542.08,14890568,692720594546
2024-01-02 01:40:00,47819.62,47894.95,47666.04,47692.16,16791846,801909526046
2024-01-02 01:45:00,48794.19,48975.54,48567.4,48578.59,21223414,1033291421772
2024-01-02 01:50:00,49396.04,49492.92,49322.89,49475.36,17384012,859390775231
2024-01-02 01:55:00,51379.25,52096.8,50428.38,50922.17,28195473,1442218480942
2024-01-02 02:00:00,52356.96,52564.17,51778.18,52296.8,24454452,1279625089268
2024-01-02 02:05:00,53837.07,54002.21,53442.27,53703.41,25632029,1378240370550
2024-01-02 02:10:00,55549.69,55731.58,54877.54,55365.34,26602017,1475281753829
2024-01-02 02:15:00,56614.26,57069.86,56171.42,56495.17,14483983,819137578391
2024-01-02 02:20:00,58196.79,58721.72,56875.89,57953.69,13340115,774730364633
2024-01-02 02:25:00,58797.8,59512.02,58548.99,58979.83,11989206,706030128347
2024-01-02 02:30:00,60161.15,60404.12,59700.41,60329.56,8486800,511290282702
2024-01-02 02:35:00,61148.08,61651.85,61096.18,61486.3,14843930,910188124264
2024-01-02 02:40:00,62917.16,62927.16,62159.74,62779.2,15482592,973052714560
2024-01-02 02:45:00,64605.89,64661.33,64351.29,64355.25,17836613,1150114935036
2024-01-02 02:50:00,65378.43,66016.67,65026.72,65229.13,17310745,1130457012340
2024-01-02 02:55:00,68238.99,68826.77,66965.33,67672.41,33008607,2243123082119
2024-01-02 03:00:00,68486.44,68906.15,68217.12,68488.36,7273960,498174628580
2024-01-02 03:05:00,69430.19,70005.8,68416.74,69198.81,8827794,611894149668
2024-01-02 03:10:00,70867.26,71595.69,70574.24,71256.21,18154942,1290121657178
2024-01-02 03:15:00,73018.39,73687.05,72656.78,73159.99,15647367,1143653345972
2024-01-02 03:20:00,75274.89,76298.29,74178.64,75014.02,22740785,1708843927104
2024-01-02 03:25:00,77244.19,77492.48,76849.25,76917.63,17951458,1383714747759
2024-01-02 03:30:00,78351.07,78894.12,77524.82,78466.41,16046876,1258215317599
2024-01-02 03:35:00,79453.18,80215.21,78589.89,79481.63,15461801,1228709180245
2024-01-02 03:40:00,80523.37,81629.07,80237.82,81139.16,20006705,1617167311153
2024-01-02 03:45:00,82186.83,82465.17,81997.1,82333.81,7781289,640091342489
2024-01-02 03:50:00,85034.6,85356.4,84580.12,84657.71,22963832,1948392869304
2024-01-02 03:55:00,86517.35,86964.18,86211.2,86269.24,13496907,1166042317512
2024-01-02 04:00:00,87654.48,88819.29,86952.32,87435.6,9309078,814963622756
2024-01-02 04:05:00,88997.98,89356.29,88659.22,88975.84,7552391,672063932381
2024-01-02 04:10:00,91079.89,92583.36,90975.37,91076.67,16455890,1498774137529
2024-01-02 04:15:00,92196.14,92736.38,92162.85,92501.54,10916908,1008163755626
2024-01-02 04:20:00,94082.21,94790.6,93060.16,93754.62,8813604,827759694065
2024-01-02 04:25:00,96040.16,96187.6,95751.28,95838.43,19104525,1832874700188
2024-01-02 04:30:00,98210.58,99741.37,97856.98,97969.57,20307400,1991954417728
